dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.070363,3.342992,3.254859,1.078482,-1.893516,2.118649,0.550483
0.020000,4.088182,3.353778,3.275689,1.041479,-1.850157,2.167922,0.537962
0.020000,4.105516,3.363969,3.295796,1.005365,-1.805683,2.223728,0.524811
0.020000,4.122374,3.373577,3.315199,0.970163,-1.760076,2.280324,0.511081
0.020000,4.138764,3.382617,3.333917,0.935899,-1.713236,2.341981,0.496825
0.020000,4.154695,3.391105,3.351969,0.902594,-1.665229,2.400372,0.482097
0.020000,4.170177,3.399059,3.369374,0.870270,-1.616189,2.451988,0.466953
0.020000,4.185217,3.406497,3.386153,0.838945,-1.566281,2.495422,0.451448
0.020000,4.199824,3.413439,3.402326,0.808630,-1.515738,2.527134,0.435638
0.020000,4.214007,3.419904,3.417913,0.779333,-1.464857,2.544048,0.419583
0.020000,4.227774,3.425912,3.432934,0.751055,-1.413906,2.547553,0.403338
0.020000,4.241134,3.431485,3.447409,0.723788,-1.363352,2.527705,0.386960
0.020000,4.254096,3.436644,3.461360,0.697520,-1.313383,2.498449,0.370507
0.020000,4.266667,3.441409,3.474804,0.672228,-1.264589,2.439686,0.354032
0.020000,4.278858,3.445802,3.487762,0.647887,-1.217065,2.376192,0.337589
0.020000,4.290675,3.449843,3.500251,0.624457,-1.171496,2.278495,0.321230
0.020000,4.302128,3.453551,3.512289,0.601900,-1.127858,2.181859,0.305003
0.020000,4.313223,3.456947,3.523893,0.580169,-1.086562,2.064831,0.288955
0.020000,4.323968,3.460049,3.535077,0.559210,-1.047924,1.931893,0.273129
0.020000,4.334371,3.462876,3.545856,0.538971,-1.011939,1.799231,0.257566
0.020000,4.344436,3.465446,3.556244,0.519391,-0.978990,1.647481,0.242303
0.020000,4.354169,3.467775,3.566252,0.500416,-0.948759,1.511547,0.227375
0.020000,4.363576,3.469880,3.575892,0.481985,-0.921557,1.360074,0.212810
0.020000,4.372661,3.471775,3.585173,0.464033,-0.897586,1.198539,0.198637
0.020000,4.381428,3.473477,3.594103,0.446514,-0.875988,1.079937,0.184880
0.020000,4.389879,3.475000,3.602690,0.429366,-0.857395,0.929631,0.171559
0.020000,4.398017,3.476356,3.610941,0.412532,-0.841705,0.784511,0.158693
0.020000,4.405845,3.477559,3.618860,0.395973,-0.827950,0.687720,0.146297
0.020000,4.413363,3.478621,3.626453,0.379636,-0.816841,0.555466,0.134383
0.020000,4.420573,3.479554,3.633723,0.363481,-0.807762,0.453981,0.122962
0.020000,4.427474,3.480369,3.640672,0.347469,-0.800566,0.359792,0.112041
0.020000,4.434067,3.481076,3.647303,0.331563,-0.795338,0.261368,0.101627
0.020000,4.440353,3.481685,3.653618,0.315740,-0.791114,0.211220,0.091724
0.020000,4.446329,3.482207,3.659618,0.299966,-0.788719,0.119729,0.082335
0.020000,4.451997,3.482649,3.665302,0.284224,-0.787105,0.080708,0.073461
0.020000,4.457354,3.483021,3.670672,0.268494,-0.786481,0.031220,0.065104
0.020000,4.462399,3.483330,3.675727,0.252744,-0.787500,-0.050939,0.057263
0.020000,4.467132,3.483584,3.680467,0.236988,-0.787817,-0.015847,0.049937
0.020000,4.471551,3.483790,3.684890,0.221199,-0.789423,-0.080333,0.043123
0.020000,4.475655,3.483954,3.688998,0.205366,-0.791643,-0.110987,0.036821
0.020000,4.479443,3.484082,3.692788,0.189498,-0.793422,-0.088937,0.031026
0.020000,4.482913,3.484181,3.696259,0.173574,-0.796192,-0.138513,0.025738
0.020000,4.486064,3.484254,3.699411,0.157605,-0.798474,-0.114127,0.020953
0.020000,4.488896,3.484308,3.702243,0.141591,-0.800679,-0.110213,0.016668
0.020000,4.491406,3.484345,3.704754,0.125526,-0.803282,-0.130167,0.012880
0.020000,4.493594,3.484369,3.706942,0.109411,-0.805723,-0.122067,0.009588
0.020000,4.495459,3.484385,3.708807,0.093263,-0.807391,-0.083360,0.006788
0.020000,4.497001,3.484393,3.710349,0.077073,-0.809496,-0.105249,0.004480
0.020000,4.498218,3.484398,3.711566,0.060856,-0.810865,-0.068484,0.002660
0.020000,4.499110,3.484399,3.712458,0.044613,-0.812140,-0.063743,0.001327
0.020000,4.499677,3.484400,3.713025,0.028349,-0.813228,-0.054393,0.000482
0.020000,4.499940,3.484400,3.713288,0.013129,-0.760973,2.612740,0.000090
0.020000,4.500000,3.484400,3.713348,0.003020,-0.505467,12.775296,0.000000
0.020000,4.500000,3.484400,3.713348,0.000000,-0.150993,17.723717,0.000000
